"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Olfr901	9	38430284	38431219	+	936	0
Olfr902	9	38448792	38449847	+	1056	0
Olfr904	9	38464043	38464975	+	933	0
Olfr905	9	38472745	38473681	+	937	0
Olfr906	9	38488031	38488966	+	936	0
Olfr907	9	38498671	38499603	+	933	0
Gm23271	9	38511173	38511296	+	124	0
Olfr908	9	38516034	38516965	+	932	0
Olfr911-ps1	9	38523730	38524669	+	940	0
Olfr910	9	38537882	38539829	+	1948	0
Olfr912	9	38580244	38582211	+	1968	0
Olfr913	9	38592803	38595161	+	2359	0
Olfr914	9	38606467	38607417	+	951	0
Olfr916	9	38657458	38658390	-	933	0
Olfr917	9	38664913	38665842	-	930	0
Olfr918	9	38672504	38673481	-	978	0
Olfr919	9	38697429	38698376	-	948	0
Vwa5a	9;9;9;9;9;9;9	38718268;38718272;38719038;38728484;38734511;38735987;38736185	38743337;38742762;38722616;38734719;38736146;38737990;38741920	+;+;+;+;+;+;+	25070	0
Olfr920	9	38752796	38756863	+	4068	0
Olfr921	9	38773088	38776354	+	3267	0
Olfr922	9	38815408	38816539	+	1132	0
Olfr923	9	38827615	38828682	+	1068	0
Olfr924	9	38848116	38849042	+	927	0
Olfr26	9	38855060	38855990	+	931	0
Olfr926	9	38877126	38878176	+	1051	0
Olfr930	9	38930173	38931099	+	927	0
Olfr933	9	38975651	38976653	+	1003	0
Olfr934	9	38982110	38983042	-	933	0
Olfr935	9	38994507	38995433	-	927	0
Olfr146	9	39018559	39019619	-	1061	0
Olfr936	9	39046614	39047549	-	936	0
Gm25529	9	39048558	39048649	-	92	0
Olfr937	9	39059729	39060664	-	936	0
Gm25032	9	39075411	39075494	+	84	0
Olfr938	9	39077698	39078816	-	1119	0
Olfr27	9	39128167	39145072	+	16906	0
Olfr943	9	39166310	39185124	+	18815	0
Olfr944	9	39217359	39218294	+	936	0
Olfr1537	9	39237487	39238431	-	945	0
Olfr945	9	39257720	39258682	-	963	0
Olfr948	9	39318647	39319612	-	966	0
Olfr951	9	39393793	39394737	+	945	0
Olfr952	9	39426093	39427148	-	1056	0
Olfr954	9	39461433	39462377	+	945	0
Olfr955	9	39469780	39470724	-	945	0
Olfr44	9	39484204	39493988	-	9785	0
Olfr957	9	39510783	39511718	-	936	0
Gm24278	9	39537826	39537952	-	127	0
Olfr958	9	39549928	39550869	-	942	0
Olfr959	9	39572260	39573314	-	1055	0
AW551984	9;9;9;9;9;9;9	39587396;39587510;39588962;39590592;39599658;39600295;39600557	39604124;39603687;39590986;39592246;39604403;39603627;39603378	-;-;-;-;-;-;-	17008	0
Olfr148	9	39613544	39614560	+	1017	0
Olfr960	9	39623105	39624171	+	1067	0
Olfr961	9	39646724	39647672	+	949	0
Olfr963	9	39669059	39669994	+	936	0
Olfr964-ps1	9	39686044	39686942	-	899	0
Olfr149	9	39701793	39702822	-	1030	0
Olfr965	9	39719229	39720167	+	939	0
Olfr150	9	39736817	39737755	+	939	0
Olfr967	9	39750388	39751320	+	933	0
Olfr968	9	39771772	39772798	-	1027	0
Olfr969	9	39795377	39796312	+	936	0
Olfr970	9	39819641	39820576	+	936	0
Olfr971	9	39839436	39840359	+	924	0
Olfr972	9	39873277	39874221	+	945	0
Olfr229	9	39909805	39910728	+	924	0
Olfr974	9	39942215	39943294	+	1080	0
Olfr975	9	39949837	39950769	-	933	0
Olfr976	9	39954257	39957069	-	2813	0
Olfr978	9	39993812	39994747	+	936	0
Olfr979	9	40000206	40001250	-	1045	0
Olfr980	9	40006015	40006947	-	933	0
Olfr981	9	40022352	40023348	+	997	0
Olfr982	9	40074297	40075262	+	966	0
Olfr983	9	40092017	40093558	-	1542	0
Olfr984	9	40100544	40101488	-	945	0
Olfr985	9	40126924	40128039	-	1116	0
Tmem225	9	40148122	40150880	+	2759	0
Olfr986	9	40187079	40188094	+	1016	0
Zfp202	9;9;9	40192316;40192317;40192329	40213604;40213189;40213189	+;+;+	21289	0
Scn3b	9;9;9;9;9;9;9;9;9	40269216;40269217;40269269;40269273;40269280;40269429;40269433;40269687;40279442	40291617;40291618;40279514;40291618;40278171;40277417;40291618;40288407;40289515	+;+;+;+;+;+;+;+;+	22403	0
Gramd1b	9;9;9;9;9;9;9;9;9;9;9;9;9	40293233;40293233;40293239;40293245;40297876;40297907;40300030;40316747;40317511;40317513;40333486;40333499;40333546	40346290;40310054;40531383;40455670;40392152;40455764;40306995;40333528;40392450;40392436;40465564;40465554;40376367	-;-;-;-;-;-;-;-;-;-;-;-;-	238151	0
1700110K17Rik	9;9	40323426;40333474	40343564;40343558	+;+	20139	0
Gm17540	9	40531155	40533620	+	2466	0
Gm21915	9	40670613	40671014	+	402	0
Clmp	9;9;9;9	40685962;40686012;40686035;40774094	40761060;40785319;40761183;40782471	+;+;+;+	99358	0
Gm16095	9	40718906	40719986	-	1081	0
Gm16096	9;9	40780742;40780748	40784181;40783461	-;-	3440	0
Hspa8	9;9;9;9;9;9;9;9;9	40800984;40801235;40801276;40801279;40801287;40801289;40801302;40801461;40802342	40805200;40805200;40805199;40804337;40803379;40802498;40805200;40802561;40802912	+;+;+;+;+;+;+;+;+	4217	0
Snord14c	9	40803583	40803668	+	86	0
Snord14d	9	40803995	40804080	+	86	0
Snord14e	9	40804748	40804837	+	90	0
Bsx	9	40874127	40877972	+	3846	0
4931429I11Rik	9;9;9	40894849;40894851;40960886	40964118;40897618;40962333	-;-;-	69270	0
Crtam	9;9;9	40972753;40972798;40972799	40984467;41004586;41004628	-;-;-	31876	0
Ubash3b	9;9;9;9;9;9	41011098;41014721;41050526;41050554;41050612;41159846	41158062;41079506;41161520;41157502;41161688;41161697	-;-;-;-;-;-	150600	0
Gm25401	9	41339436	41339541	-	106	0
Mir100	9	41531425	41531504	+	80	0
Mirlet7a-2	9	41536716	41536811	+	96	0
2610203C20Rik	9;9;9;9;9;9;9;9	41580741;41580741;41581253;41581267;41581339;41588494;41612560;41614237	41592827;41592827;41612763;41614989;41592487;41592737;41615180;41617772	+;+;+;+;+;+;+;+	37032	0
Mir125b-1	9	41581926	41582002	+	77	0
Gm8707	9	41654303	41655282	+	980	0
Sorl1	9;9;9;9	41964720;41969739;41977562;41984508	42124297;41974587;41984570;41985834	-;-;-;-	159578	0
Gm16214	9	42022615	42034113	+	11499	0
Sc5d	9;9	42254177;42254733	42264300;42264200	-;-	10124	0
Gm26272	9	42317550	42317681	-	132	0
Tecta	9;9;9	42329619;42329622;42329695	42343994;42399929;42399727	-;-;-	70311	0
Tbcel	9;9;9;9;9;9;9	42412316;42412316;42413418;42413990;42415675;42415789;42449992	42472258;42457599;42461461;42428238;42472265;42472218;42507809	-;-;-;-;-;-;-	95494	0
Gm16322	9;9	42474555;42475574	42505662;42502411	+;+	31108	0
Grik4	9;9	42518135;42520412	42944493;42808699	-;-	426359	0
Gm24420	9	42520773	42520831	-	59	0
Gm23526	9	42862051	42862129	-	79	0
Arhgef12	9;9	42963842;42963843	43105718;43105486	-;-	141877	0
Tmem136	9	43108653	43116570	-	7918	0
Pou2f3	9;9	43123939;43124871	43210369;43205755	-;-	86431	0
Oaf	9	43221278	43239816	-	18539	0
D630033O11Rik	9	43259879	43280075	+	20197	0
Trim29	9	43310763	43336125	+	25363	0
Pvrl1	9	43744576	43807454	+	62879	0
Gm3898	9	43829963	43832516	+	2554	0
Gm23326	9	43905898	43906002	-	105	0
Thy1	9	44043384	44048579	+	5196	0
Rnf26	9;9;9;9;9	44066327;44095631;44095812;44095824;44110781	44113500;44113517;44111868;44103088;44113504	-;-;-;-;-	47191	0
Usp2	9;9;9;9;9;9;9;9;9	44067021;44067078;44069443;44072204;44084950;44084951;44087190;44092468;44092674	44095627;44093929;44093993;44075930;44093926;44094477;44092500;44094364;44093933	+;+;+;+;+;+;+;+;+	28607	0
Mfrp	9;9;9	44101738;44101770;44101842	44106504;44109182;44109187	+;+;+	7450	0
C1qtnf5	9;9;9;9;9	44107245;44107271;44107271;44107309;44107316	44109184;44108751;44109186;44108493;44109187	+;+;+;+;+	1943	0
Gm20444	9	44107301	44108960	-	1660	0
Gm26737	9	44112923	44121947	+	9025	0
Gm10687	9	44123768	44134485	-	10718	0
Mcam	9;9;9;9;9	44134469;44134562;44134658;44136544;44136861	44138934;44142727;44142724;44137272;44139682	+;+;+;+;+	8259	0
Cbl	9	44149262	44234046	-	84785	0
Ccdc153	9	44240677	44247306	+	6630	0
Pdzd3	9	44247312	44251464	-	4153	0
Nlrx1	9;9;9	44252713;44252713;44252713	44268187;44268599;44268491	-;-;-	15887	0
Abcg4	9;9;9;9;9;9;9;9;9;9	44273188;44273188;44273190;44274452;44275095;44277071;44277503;44280648;44281846;44281909	44287544;44278614;44288615;44279838;44279600;44287536;44279791;44281658;44288357;44288138	-;-;-;-;-;-;-;-;-;-	15428	0
Hinfp	9	44295673	44305671	-	9999	0
C2cd2l	9	44309237	44320282	-	11046	0
Dpagt1	9	44326845	44333600	+	6756	0
H2afx	9	44334715	44336071	+	1357	0
Hmbs	9;9	44336350;44336350	44344228;44342381	-;-	7879	0
Vps11	9	44348106	44361670	-	13565	0
Gm22141	9	44363452	44363728	+	277	0
Gm10080	9	44374595	44375209	-	615	0
Hyou1	9;9;9;9;9;9;9;9	44379490;44379546;44379557;44379573;44379584;44379623;44380529;44390661	44392369;44391523;44390736;44392363;44386070;44391102;44384148;44391312	+;+;+;+;+;+;+;+	12880	0
Gm26306	9	44395797	44395915	-	119	0
Slc37a4	9	44398176	44402963	+	4788	0
mmu-mir-7085	9	44400423	44400488	+	66	0
Trappc4	9	44403761	44407548	-	3788	0
Rps25	9	44407714	44410405	+	2692	0
Ccdc84	9	44410160	44418003	-	7844	0
Foxr1	9	44434234	44440868	-	6635	0
Upk2	9	44452716	44454767	-	2052	0
Gm9830	9	44464243	44464602	+	360	0
Gm22540	9	44476416	44476532	-	117	0
C030014I23Rik	9;9	44477924;44478778	44479733;44482180	+;+	4257	0
Bcl9l	9	44499136	44510388	+	11253	0
Cxcr5	9;9	44511788;44511788	44556391;44526421	-;-	44604	0
Ddx6	9	44604892	44640731	+	35840	0
Treh	9;9;9;9	44673233;44673235;44673249;44683296	44686305;44686304;44686305;44686016	+;+;+;+	13073	0
Phldb1	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	44686304;44686308;44686308;44686308;44686308;44686308;44686310;44686310;44686310;44687634;44694464;44697734;44700962;44703573;44716124;44716294;44718332;44726010	44728100;44728079;44735198;44713240;44713265;44715623;44701733;44716380;44728100;44697845;44696431;44704108;44710946;44708427;44721424;44721387;44727350;44726486	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	48895	0
Gm24166	9	44736813	44736947	-	135	0
Arcn1	9;9;9	44741564;44755108;44756027	44767845;44767798;44760092	-;-;-	26282	0
Ift46	9;9;9;9;9;9;9;9;9;9;9;9	44767908;44772935;44772960;44773051;44773054;44773100;44773263;44773700;44776377;44777942;44784303;44789444	44782233;44792714;44782137;44786325;44774415;44784049;44782129;44782198;44790895;44782207;44787565;44790736	+;+;+;+;+;+;+;+;+;+;+;+	24807	0
Tmem25	9;9;9	44793776;44793776;44793776	44799242;44799242;44799307	-;-;-	5532	0
Ttc36	9	44799400	44802951	-	3552	0
Kmt2a	9;9;9;9;9	44803355;44803355;44814680;44822735;44841563	44881274;44881296;44820115;44848184;44881296	-;-;-;-;-	77942	0
Gm26249	9	44897865	44897982	+	118	0
Atp5l	9	44913250	44920742	-	7493	0
Ube4a	9;9;9;9;9;9;9	44923131;44925848;44932971;44933071;44946055;44952949;44956295	44965560;44965600;44965519;44965525;44965557;44965554;44965536	-;-;-;-;-;-;-	42470	0
Cd3g	9;9;9	44969572;44969754;44973620	44980431;44970820;44980431	-;-;-	10860	0
Cd3d	9	44981793	44987052	+	5260	0
Cd3e	9	44998743	45009590	-	10848	0
Mpzl2	9	45042425	45054015	+	11591	0
Mpzl3	9;9;9	45055186;45055188;45055217	45077436;45065169;45074888	+;+;+	22251	0
Amica1	9	45079183	45108530	+	29348	0
Gm10684	9	45107176	45135606	-	28431	0
Scn2b	9;9	45117876;45117881	45130070;45130068	+;+	12195	0
Scn4b	9	45138437	45154152	+	15716	0
Tmprss4	9;9;9;9;9	45172726;45172727;45173305;45173305;45174797	45204092;45204090;45204060;45203976;45180653	-;-;-;-;-	31367	0
Gm17099	9	45172997	45175161	+	2165	0
BC049352	9;9;9	45182007;45182034;45195766	45192968;45250020;45250020	+;+;+	68014	0
Il10ra	9;9;9	45253837;45253840;45254527	45269149;45269149;45269146	-;-;-	15313	0
Gm20612	9	45261055	45261290	+	236	0
mmu-mir-7086	9	45266643	45266707	-	65	0
1700003G13Rik	9;9	45318265;45318266	45322058;45322079	-;-	3815	0
Tmprss13	9	45319100	45347581	+	28482	0
Fxyd6	9	45370185	45396158	+	25974	0
Fxyd2	9	45403138	45410278	+	7141	0
4833428L15Rik	9	45416626	45431232	-	14607	0
Dscaml1	9	45430293	45753164	+	322872	0
Gm22069	9	45634706	45634812	-	107	0
Cep164	9;9;9	45766946;45770740;45778410	45828691;45772531;45802667	-;-;-	61746	0
Gm7286	9	45835929	45836935	-	1007	0
Bace1	9;9;9;9;9;9	45838580;45838580;45839240;45839918;45852723;45854627	45862484;45864399;45857173;45854707;45862219;45860362	+;+;+;+;+;+	25820	0
Gm16536	9	45856769	45858357	-	1589	0
Rnf214	9;9;9;9;9;9;9;9;9;9;9	45863425;45863691;45863691;45864290;45864299;45864834;45868877;45871581;45890509;45890804;45895993	45906869;45906407;45906877;45906373;45906861;45906894;45869489;45872261;45898435;45906387;45900119	-;-;-;-;-;-;-;-;-;-;-	43470	0
Gm24646	9	45879550	45879648	-	99	0
Pcsk7	9	45906569	45929692	+	23124	0
Tagln	9	45929628	45936058	-	6431	0
Sidt2	9;9;9;9;9;9;9;9;9;9;9;9;9;9	45937857;45937875;45939305;45942346;45942774;45943596;45944374;45945203;45945291;45945353;45945669;45945706;45945741;45952441	45955247;45954977;45941408;45944631;45945033;45946787;45947791;45948255;45955181;45951831;45951772;45952004;45948307;45955234	-;-;-;-;-;-;-;-;-;-;-;-;-;-	17391	0
mmu-mir-7087	9	45939521	45939590	-	70	0
A830035O19Rik	9	45954101	45955998	+	1898	0
Pafah1b2	9	45965311	45984871	-	19561	0
Sik3	9;9;9;9;9;9	46012820;46012864;46013000;46123237;46155379;46219571	46224194;46222275;46221234;46202885;46224188;46221234	+;+;+;+;+;+	211375	0
Apoa1	9;9	46228580;46228721	46230466;46229973	+;+	1887	0
Apoc3	9;9;9;9	46232933;46233051;46233198;46234437	46235260;46235299;46235636;46235469	-;-;-;-	2704	0
Apoa4	9	46240696	46243459	+	2764	0
Gm10680	9	46242621	46243529	-	909	0
Apoa5	9;9	46268633;46269078	46271919;46271919	+;+	3287	0
Zfp259	9;9;9;9;9;9;9	46273064;46273197;46273208;46273289;46273632;46275457;46276134	46282643;46281489;46281484;46275789;46276737;46276609;46277656	+;+;+;+;+;+;+	9580	0
Bud13	9;9;9;9	46283008;46283008;46288247;46288269	46298783;46294099;46298783;46290541	+;+;+;+	15776	0
4931429L15Rik	9;9;9	46303361;46304021;46310299	46319986;46311587;46315942	-;-;-	16626	0
4930448E22Rik	9	46326391	46329413	-	3023	0
Gm22659	9	46562974	46563103	+	130	0
Gm22805	9	46630113	46630219	-	107	0
Gm4791	9	46998931	47003338	+	4408	0
Gm22286	9	47525616	47525722	-	107	0
Cadm1	9;9;9;9;9;9;9;9;9	47530173;47530211;47530244;47530257;47530257;47530352;47530352;47530373;47530373	47853385;47850587;47857637;47853380;47851029;47819080;47792583;47850390;47814054	+;+;+;+;+;+;+;+;+	327465	0
Nxpe2	9;9;9;9;9	48318006;48319144;48326393;48331137;48331465	48340898;48340834;48353454;48340854;48353454	-;-;-;-;-	35449	0
Nxpe4	9	48362041	48400025	+	37985	0
Gm5616	9	48450400	48450786	+	387	0
Rexo2	9	48468514	48480611	-	12098	0
Rbm7	9	48488709	48495330	-	6622	0
Gm5617	9	48495345	48495964	+	620	0
Gm23653	9	48506964	48507060	-	97	0
Nnmt	9;9;9;9;9	48591877;48591877;48591877;48591891;48603277	48605153;48597375;48605153;48597449;48605077	-;-;-;-;-	13277	0
Zbtb16	9	48654311	48835945	-	181635	0
Htr3a	9	48899214	48911099	-	11886	0
Htr3b	9	48935008	48964990	-	29983	0
Usp28	9	48985385	49042517	+	57133	0
Zw10	9	49055581	49078772	+	23192	0
Tmprss5	9;9;9;9;9;9;9	49081260;49102728;49102728;49102779;49102821;49106080;49109002	49117587;49106699;49117585;49117585;49116991;49117101;49117585	+;+;+;+;+;+;+	36328	0
Gm4894	9	49268572	49278783	+	10212	0
Drd2	9	49340662	49407214	+	66553	0
Ankk1	9	49415222	49427021	-	11800	0
Ttc12	9;9	49436963;49457578	49486225;49486215	-;-	49263	0
Ncam1	9;9	49504361;49517506	49798729;49798922	-;-	294562	0
Gm11149	9	49518336	49562944	+	44609	0
Gm25633	9	49825869	49825975	-	107	0
Gm8907	9	50186043	50187045	-	1003	0
Rpl10-ps3	9	50344240	50344981	-	742	0
1600029D21Rik	9	50494525	50505639	+	11115	0
Pts	9	50521618	50528641	-	7024	0
Bco2	9	50533087	50555181	-	22095	0
Tex12	9	50557148	50561268	-	4121	0
Il18	9;9	50575273;50575273	50581837;50581837	+;+	6565	0
Sdhd	9	50596338	50603849	-	7512	0
Timm8b	9	50603901	50605320	+	1420	0
AU019823	9;9;9;9;9	50605240;50605244;50607559;50607668;50607701	50617464;50617464;50617267;50617281;50617264	-;-;-;-;-	12225	0
Pih1d2	9;9;9;9;9;9;9	50617321;50617333;50617337;50617383;50617521;50617550;50618007	50624997;50622643;50621778;50625000;50618817;50621190;50621065	+;+;+;+;+;+;+	7680	0
Dlat	9;9;9;9;9;9	50634633;50636528;50637456;50639918;50640235;50644033	50659780;50644361;50646189;50644062;50647628;50649895	-;-;-;-;-;-	25148	0
Dixdc1	9;9;9;9;9;9;9;9;9;9;9;9	50662752;50662756;50662756;50666195;50666195;50666259;50676704;50689920;50693468;50693646;50709634;50710137	50727975;50699362;50728067;50696758;50739517;50684394;50693799;50699437;50698635;50697771;50739447;50727938	-;-;-;-;-;-;-;-;-;-;-;-	76766	0
2310030G06Rik	9	50739691	50746521	-	6831	0
Hspb2	9	50751072	50752354	-	1283	0
Cryab	9	50752758	50756633	+	3876	0
1110032A03Rik	9;9;9;9;9;9;9;9;9	50762828;50763701;50763703;50763727;50763730;50763857;50764697;50764811;50768594	50768452;50768121;50766102;50775520;50764562;50768160;50768098;50768169;50770948	-;-;-;-;-;-;-;-;-	12693	0
Fdxacb1	9;9;9;9;9	50768236;50768238;50768251;50768445;50770062	50773348;50772669;50771591;50772643;50771537	+;+;+;+;+	5113	0
Alg9	9;9;9;9;9;9;9;9;9	50775019;50775305;50775367;50775546;50776109;50802069;50808679;50823043;50835571	50843528;50843542;50789515;50783328;50779104;50842763;50843362;50842971;50843091	+;+;+;+;+;+;+;+;+	68524	0
Ppp2r1b	9;9;9;9;9;9;9;9;9;9;9;9	50845301;50856924;50856924;50856937;50856957;50856963;50856964;50856966;50856979;50870084;50873012;50878085	50861761;50892797;50894229;50881431;50880087;50892804;50892797;50879934;50880407;50880029;50878062;50879136	+;+;+;+;+;+;+;+;+;+;+;+	48929	0
Gm25558	9	50887950	50888055	+	106	0
Sik2	9;9;9;9;9;9;9;9	50892801;50892801;50892801;50892801;50928264;50930562;50933836;50995584	51008936;51008936;51008973;51009073;51009026;51008984;51009000;51009011	-;-;-;-;-;-;-;-	116273	0
Layn	9	51056780	51077094	-	20315	0
4833427G06Rik	9	51081313	51102078	-	20766	0
Mir34c	9	51103034	51103110	-	77	0
Mir34b	9	51103562	51103645	-	84	0
Btg4	9	51116001	51119700	+	3700	0
Pou2af1	9	51213690	51240079	+	26390	0
Gm684	9	51270258	51278554	-	8297	0
2010007H06Rik	9	51280295	51280920	+	626	0
1810046K07Rik	9;9	51289686;51290444	51328917;51312669	-;-	39232	0
Gm7293	9	51621425	51624874	+	3450	0
Arhgap20	9;9;9;9;9;9	51765337;51765345;51765352;51765660;51816013;51831772	51790249;51825685;51853856;51850651;51829397;51848649	+;+;+;+;+;+	88520	0
9230115E21Rik	9;9;9;9	51832814;51839507;51839515;51840372	51875886;51875803;51875885;51875788	-;-;-;-	43073	0
Fdx1	9	51943307	51963533	-	20227	0
Gm6981	9	52002274	52003281	-	1008	0
Rdx	9;9;9	52047150;52047941;52047941	52088737;52088737;52075177	+;+;+	41588	0
CT009732.1	9	52103689	52103779	-	91	0
Zc3h12c	9	52111985	52168111	-	56127	0
mmu-mir-6244	9	52115623	52115739	+	117	0
Gm25562	9	52291199	52291331	+	133	0
AI593442	9	52673044	52679429	-	6386	0
Gm22242	9	52756908	52757025	+	118	0
Ddx10	9	53098454	53248112	-	149659	0
4930510E17Rik	9	53264615	53280985	+	16371	0
Exph5	9;9;9	53301670;53341084;53341189	53377514;53368955;53355634	+;+;+	75845	0
Kdelc2	9	53384023	53401867	+	17845	0
mmu-mir-130c	9	53400805	53400886	-	82	0
4930550C14Rik	9	53405286	53432803	+	27518	0
Atm	9;9;9;9;9	53439149;53440105;53445375;53521847;53527194	53536740;53442560;53453617;53536673;53536608	-;-;-;-;-	97592	0
Npat	9;9	53537047;53563534	53574342;53567210	+;+	37296	0
Acat1	9;9;9	53580522;53582487;53597895	53610382;53583757;53610330	-;-;-	29861	0
Cul5	9;9;9;9;9;9;9;9;9	53614582;53614582;53616600;53617024;53629215;53633909;53642652;53646667;53655353	53670014;53667507;53622034;53667511;53646812;53667487;53646908;53658681;53667072	-;-;-;-;-;-;-;-;-	55433	0
Gm22304	9	53639977	53640105	+	129	0
Gm16124	9	53667246	53681265	+	14020	0
Rab39	9	53684110	53706232	-	22123	0
Rps6-ps3	9	53689534	53690283	-	750	0
Slc35f2	9	53771535	53818161	+	46627	0
Sln	9	53850251	53853844	+	3594	0
Gm16380	9	53884082	53884561	+	480	0
Elmod1	9;9	53911460;53911460	53975301;53936834	-;-	63842	0
Tnfaip8l3	9	54025606	54068411	-	42806	0
Cyp19a1	9	54165937	54193442	-	27506	0
1700104A03Rik	9	54268578	54301570	-	32993	0
Gldn	9	54286486	54341786	+	55301	0
Dmxl2	9;9;9;9;9;9;9;9;9	54365158;54365164;54365260;54366111;54415645;54423173;54445331;54472696;54473870	54501626;54381893;54445420;54501496;54474183;54501571;54447001;54501626;54501760	-;-;-;-;-;-;-;-;-	136603	0
Gm25980	9	54537185	54537402	+	218	0
Sh2d7	9;9	54538984;54538988	54545020;54543654	+;+	6037	0
Cib2	9	54544794	54560218	-	15425	0
Idh3a	9	54586511	54604661	+	18151	0
Acsbg1	9;9;9;9;9	54604877;54628521;54628547;54628567;54646183	54661870;54643158;54647346;54661695;54647217	-;-;-;-;-	56994	0
Dnaja4	9;9;9	54698873;54699514;54699559	54714761;54709336;54716315	+;+;+	17443	0
Gm22872	9	54708313	54708381	+	69	0
Wdr61	9;9;9;9;9;9;9	54714735;54717159;54717159;54717164;54719220;54722525;54722874	54734482;54734497;54734517;54734519;54720814;54724357;54734502	-;-;-;-;-;-;-	19785	0
Crabp1	9	54764748	54773110	+	8363	0
Ireb2	9	54863755	54912534	+	48780	0
Hykk	9;9;9;9	54917283;54917311;54917312;54917347	54949924;54931063;54938164;54919240	+;+;+;+	32642	0
AY074887	9	54950266	54950954	-	689	0
Psma4	9;9;9;9;9;9;9	54950790;54950798;54950805;54950815;54950815;54950890;54951104	54958030;54956386;54955032;54952806;54956933;54953426;54956299	+;+;+;+;+;+;+	7241	0
Chrna5	9	54980880	55007779	+	26900	0
Chrna3	9	55011343	55026559	-	15217	0
Chrnb4	9	55028156	55048544	-	20389	0
Ube2q2	9;9;9;9	55148854;55149395;55150083;55194845	55207529;55206399;55206808;55206210	+;+;+;+	58676	0
Fbxo22	9;9;9;9;9	55208925;55208986;55208988;55209190;55213663	55224433;55224431;55224424;55224431;55221029	+;+;+;+;+	15509	0
Nrg4	9;9;9;9;9;9;9;9;9;9;9;9;9	55220222;55220223;55221222;55221298;55221301;55221302;55221366;55224232;55240700;55242064;55249128;55258531;55306204	55283595;55283625;55242461;55283587;55326749;55283572;55283581;55283572;55283602;55326844;55283587;55283598;55325187	-;-;-;-;-;-;-;-;-;-;-;-;-	106623	0
Gm15625	9	55305288	55306380	+	1093	0
AI118078	9;9;9	55326913;55326949;55333201	55438345;55438345;55437358	+;+;+	111433	0
Etfa	9;9;9;9	55454508;55474537;55486737;55488826	55512243;55487513;55512120;55511808	-;-;-;-	57736	0
Isl2	9;9;9;9;9	55538672;55541148;55541207;55541207;55542336	55542570;55546180;55546105;55546105;55544280	+;+;+;+;+	7509	0
Gm17226	9;9	55539549;55539560	55540547;55540888	-;-	1340	0
Scaper	9	55549883	55919605	-	369723	0
Gm23407	9	55555622	55555712	-	91	0
Rfpl3s	9	55962589	55980914	-	18326	0
Rcn2	9;9;9;9	56041845;56041857;56041870;56041885	56061882;56059077;56044226;56053135	+;+;+;+	20038	0
Pstpip1	9;9;9;9;9;9;9	56089962;56089976;56089976;56120287;56122090;56123055;56123055	56128888;56128872;56128876;56125933;56123757;56124047;56125992	+;+;+;+;+;+;+	38927	0
Tspan3	9	56135885	56161070	-	25186	0
C230081A13Rik	9	56201131	56418050	-	216920	0
Gm24270	9	56223715	56223771	-	57	0
Gm26589	9	56257890	56267780	+	9891	0
Hmg20a	9	56418644	56496884	+	78241	0
Gm26868	9	56606693	56614471	+	7779	0
Lingo1	9;9;9	56618475;56619088;56619105	56685253;56635628;56647660	-;-;-	66779	0
Odf3l1	9	56848659	56851963	-	3305	0
Cspg4	9	56865104	56899870	+	34767	0
Snx33	9	56917200	56928371	-	11172	0
Imp3	9	56937500	56938397	+	898	0
Snupn	9	56950878	56983206	+	32329	0
Ptpn9	9	56994968	57062805	+	67838	0
Gm10658	9;9	57056630;57057203	57071807;57071966	-;-	15337	0
Sin3a	9;9;9;9;9;9;9;9;9	57072040;57075338;57076376;57076399;57076628;57081158;57086581;57095248;57113461	57089496;57128366;57128364;57128366;57095403;57128366;57128366;57097880;57125191	+;+;+;+;+;+;+;+;+	56327	0
2700012I20Rik	9	57075216	57076013	-	798	0
2410133F24Rik	9;9;9	57099950;57128106;57129983	57131290;57130898;57131244	-;-;-	31341	0
Man2c1	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	57130690;57130690;57130768;57130768;57130770;57130770;57130777;57130786;57130786;57130786;57131374;57134943;57135592;57136745;57138043;57138426;57138868;57139500;57139500;57139877;57140278;57140683;57141378	57134155;57142722;57136796;57140710;57135131;57142203;57131253;57142204;57137803;57139398;57135105;57137530;57137003;57137837;57140728;57140411;57139993;57142213;57140712;57141179;57142207;57142213;57142207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12033	0
Neil1	9	57143256	57147034	-	3779	0
Gm16493	9	57148180	57151937	+	3758	0
Commd4	9	57155041	57158299	-	3259	0
Trcg1	9	57236556	57249863	+	13308	0
1700017B05Rik	9	57252322	57262599	-	10278	0
Gm5121	9	57334128	57334754	+	627	0
Ppcdc	9	57412668	57440114	-	27447	0
Scamp5	9	57441328	57468024	-	26697	0
Gm6166	9	57483913	57484585	+	673	0
Rpp25	9	57504102	57505447	+	1346	0
Cox5a	9	57521232	57532424	+	11193	0
Gm26631	9	57531287	57537629	-	6343	0
Fam219b	9;9	57537528;57537528	57543187;57543187	+;+	5660	0
